"","Y","S"
"2698",NA,0.065400620663137
"2699",NA,0.0574055638657621
"2700",NA,0.0397197851177467
"2701",NA,0.063762131389948
"2702",NA,0.0589411087317273
"2703",NA,0.665384924470436
"2704",NA,0.647239340886854
"2705",NA,0.175018356260246
"2706",NA,0.0902195298705933
"2707",NA,0.88523757059155
"2708",NA,0.381353162466692
"2709",NA,0.395313893375745
"2710",NA,0.181062155496018
"2711",NA,0.487971129699493
"2712",NA,0.0574055638657621
"2713",NA,0.0288456096177392
"2714",NA,0.0725743247641448
"2715",NA,0.0133758227483946
"2716",NA,0.0539225926932091
"2717",NA,0.344253368146498
"2718",NA,0.0654559010383386
"2719",NA,0.0356687304231928
"2720",NA,0.065013633068725
"2721",NA,0.585430003956406
"2722",NA,0.530571645833514
"2723",NA,0.340318899742853
"2724",NA,0.115918796144955
"2725",NA,0.417323142638229
"2726",NA,0.037385957929098
"2727",NA,0.0177198122167911
"2728",NA,0.72918842150381
"2729",NA,0.0738212553220561
"2730",NA,0.677550315706112
"2731",NA,0.0458546711011089
"2732",NA,0.0682376446811794
"2733",NA,0.079448343634093
"2734",NA,0.503714155855646
"2735",NA,0.0177198122167911
"2736",NA,0.0920148369897462
"2737",NA,0.0142793236987631
"2738",NA,0.775198964737138
"2739",NA,0.428428160843747
"2740",NA,0.750689616828573
"2741",NA,0.0201157449326623
"2742",NA,0.104636057183039
"2743",NA,0.0403917781586433
"2744",0,0.0250072040446939
"2745",NA,0.0301480598663317
"2746",NA,0.00872131209883077
"2747",NA,0.0844329314674656
"2748",NA,0.0307614734230996
"2749",NA,0.172038918474589
"2750",NA,0.321774195024972
"2751",NA,0.390417723135239
"2752",NA,0.263476088104162
"2753",NA,0.317310892895569
"2754",NA,0.0521669830966086
"2755",NA,0.793579491480765
"2756",NA,0.0397197851177467
"2757",NA,0.0356687304231928
"2758",NA,0.450621092229766
"2759",NA,0.608119081652227
"2760",NA,0.666118882006496
"2761",NA,0.254912779450631
"2762",NA,0.00872131209883077
"2763",NA,0.531393053737007
"2764",NA,0.0177198122167911
"2765",NA,0.563406598430281
"2766",NA,0.341059763268728
"2767",NA,0.208976959868162
"2768",NA,0.0197741305853144
"2769",NA,0.023441055969794
"2770",NA,0.547040290278072
"2771",NA,0.125576531262355
"2772",NA,0.17896927682344
"2773",NA,0.148134228662037
"2774",0,0.0564671707243966
"2775",NA,0.0201157449326623
"2776",NA,0.118382915046577
"2777",NA,0.0539225926932091
"2778",NA,0.117721910542662
"2779",NA,0.109297304273851
"2780",NA,0.159017935185671
"2781",NA,0.0380200297710926
"2782",NA,0.0574055638657621
"2783",NA,0.0614641960718271
"2784",NA,0.70712164865298
"2785",NA,0.104636057183039
"2786",NA,0.615636536163408
"2787",NA,0.0283600317150457
"2788",NA,0.0695704626810732
"2789",NA,0.205563471642326
"2790",NA,0.00656854210539425
"2791",NA,0.0380200297710926
"2792",NA,0.011571411458116
"2793",NA,0.063762131389948
"2794",NA,0.880185586459504
"2795",NA,0.241758590479456
"2796",NA,0.0309513274633136
"2797",NA,0.023441055969794
"2798",NA,0.079448343634093
"2799",NA,0.289992769286957
"2800",NA,0.417323142638229
"2801",NA,0.596429440436941
"2802",NA,0.173417408256429
"2803",NA,0.138265832601712
"2804",NA,0.0902195298705933
"2805",NA,0.395313893375745
"2806",NA,0.0321475660791948
"2807",NA,0.203845755458971
"2808",NA,0.129837378681978
"2809",NA,0.104636057183039
"2810",NA,0.0142793236987631
"2811",NA,0.0380200297710926
"2812",NA,0.150353230978636
"2813",NA,0.0796899037069406
"2814",NA,0.0142793236987631
"2815",NA,0.115918796144955
"2816",NA,0.418867737461372
"2817",NA,0.214813784255344
"2818",NA,0.694871774502685
"2819",NA,0.289314130721863
"2820",NA,0.612276035479896
"2821",NA,0.0288456096177392
"2822",NA,0.551367164741395
"2823",NA,0.0599180038995309
"2824",NA,0.023441055969794
"2825",NA,0.603157182274514
"2826",NA,0.266881575411228
"2827",NA,0.0149341843102792
"2828",NA,0.0250072040446939
"2829",NA,0.0296412261146922
"2830",NA,0.191098545858502
"2831",NA,0.0423264106404925
"2832",NA,0.366609391218591
"2833",NA,0.620540565653748
"2834",NA,0.0201157449326623
"2835",NA,0.360829001224829
"2836",NA,0.0707697208873087
"2837",NA,0.320067840289006
"2838",NA,0.0449542439975049
"2839",NA,0.0564671707243966
"2840",NA,0.0539225926932091
"2841",NA,0.159017935185671
"2842",NA,0.168972819184516
"2843",NA,0.0288456096177392
"2844",NA,0.0350724422667291
"2845",NA,0.114783234109251
"2846",NA,0.101406298426807
"2847",NA,0.0397197851177467
"2848",NA,0.407833709291323
"2849",NA,0.531393053737007
"2850",NA,0.0283600317150457
"2851",NA,0.190589214922547
"2852",NA,0.0693572654455788
"2853",NA,0.109297304273851
"2854",NA,0.336406329699113
"2855",NA,0.201554339174386
"2856",NA,0.944133603614212
"2857",NA,0.0288456096177392
"2858",NA,0.0564671707243966
"2859",NA,0.0283600317150457
"2860",NA,0.0397197851177467
"2861",NA,0.390417723135239
"2862",NA,0.150775065017114
"2863",NA,0.878003849035212
"2864",NA,0.391929718368452
"2865",NA,0.0301480598663317
"2866",NA,0.109618812096493
"2867",NA,0.159017935185671
"2868",NA,0.0920148369897462
"2869",NA,0.883110029863237
"2870",NA,0.184298972426396
"2871",NA,0.0952609845383232
"2872",NA,0.345948558363275
"2873",NA,0.0356687304231928
"2874",NA,0.0461332437122936
"2875",NA,0.782875839823456
"2876",NA,0.0499622802329173
"2877",NA,0.492338622292872
"2878",NA,0.0304314133120012
"2879",NA,0.229176039946024
"2880",NA,0.0458546711011089
"2881",NA,0.694871774502685
"2882",NA,0.0380200297710926
"2883",NA,0.193299870712361
"2884",NA,0.0133758227483946
"2885",NA,0.0604637133663462
"2886",NA,0.184298972426396
"2887",NA,0.11413972666091
"2888",NA,0.335725696941011
"2889",NA,0.0283600317150457
"2890",NA,0.443692487628047
"2891",NA,0.00991281742968565
"2892",NA,0.525394172134783
"2893",NA,0.0283600317150457
"2894",NA,0.0397197851177467
"2895",NA,0.0270457386675639
"2896",NA,0.0844329314674656
"2897",NA,0.771601567445572
"2898",NA,0.356108411156728
"2899",NA,0.0693572654455788
"2900",NA,0.0201157449326623
"2901",NA,0.0423264106404925
"2902",NA,0.0397197851177467
"2903",NA,0.0296412261146922
"2904",NA,0.722842536037602
"2905",NA,0.154399052642781
"2906",NA,0.14075981157168
"2907",NA,0.423127843540871
"2908",NA,0.0574055638657621
"2909",NA,0.0958095672188389
"2910",NA,0.115918796144955
"2911",NA,0.134575480857677
"2912",NA,0.0844329314674656
"2913",NA,0.117721910542662
"2914",NA,0.169436475118938
"2915",NA,0.0307614734230996
"2916",NA,0.0177198122167911
"2917",NA,0.767919665311329
"2918",NA,0.541887622556764
"2919",NA,0.0430405268842444
"2920",NA,0.393443789810788
"2921",NA,0.2978797084061
"2922",NA,0.017418163370148
"2923",NA,0.359366078920086
"2924",NA,0.0307614734230996
"2925",NA,0.175018356260246
"2926",NA,0.403619849103379
"2927",NA,0.109297304273851
"2928",NA,0.037385957929098
"2929",NA,0.162802064590303
"2930",NA,0.201554339174386
"2931",NA,0.813315275459728
"2932",NA,0.0250072040446939
"2933",NA,0.0407673625300888
"2934",NA,0.0430405268842444
"2935",NA,0.616416707852018
"2936",NA,0.0288456096177392
"2937",NA,0.0599180038995309
"2938",NA,0.370677018042392
"2939",NA,0.0882829245466449
"2940",NA,0.017418163370148
"2941",NA,0.0261410059947036
"2942",NA,0.0844329314674656
"2943",NA,0.0469084415268373
"2944",NA,0.0288456096177392
"2945",NA,0.130931195238999
"2946",NA,0.0133758227483946
"2947",NA,0.0309513274633136
"2948",0,0.00656854210539425
"2949",NA,0.0539225926932091
"2950",NA,0.142483408995437
"2951",NA,0.0574055638657621
"2952",NA,0.103009973833901
"2953",NA,0.0749623996589947
"2954",NA,0.124782283524808
"2955",NA,0.0539225926932091
"2956",NA,0.0177198122167911
"2957",NA,0.103315132168278
"2958",NA,0.0405198150439478
"2959",NA,0.150775065017114
"2960",NA,0.302433633618726
"2961",NA,0.860605288778606
"2962",NA,0.0564671707243966
"2963",NA,0.239169024039526
"2964",NA,0.203845755458971
"2965",NA,0.321774195024972
"2966",NA,0.0380200297710926
"2967",NA,0.81377799299779
"2968",NA,0.0423264106404925
"2969",NA,0.0430405268842444
"2970",NA,0.0261410059947036
"2971",NA,0.239169024039526
"2972",NA,0.618695146443571
"2973",NA,0.824092762343501
"2974",NA,0.140361366657369
"2975",NA,0.0189111137853719
"2976",NA,0.0142793236987631
"2977",NA,0.0844329314674656
"2978",NA,0.311925005743075
"2979",NA,0.10760748916202
"2980",NA,0.211330426911314
"2981",NA,0.0458546711011089
"2982",NA,0.235409136694074
"2983",NA,0.156694637852739
"2984",NA,0.266881575411228
"2985",NA,0.0574055638657621
"2986",NA,0.302433633618726
"2987",NA,0.011571411458116
"2988",NA,0.12169166951812
"2989",NA,0.681356679519934
"2990",NA,0.0604637133663462
"2991",NA,0.0992557615400749
"2992",NA,0.103904769836811
"2993",NA,0.109297304273851
"2994",NA,0.0201157449326623
"2995",NA,0.0321475660791948
"2996",NA,0.422322964916578
"2997",NA,0.227317471532703
"2998",NA,0.799735568607789
"2999",NA,0.0564671707243966
"3000",1,0.965521051483974
"3001",NA,0.211880677003596
"3002",NA,0.45928837127147
"3003",NA,0.0131471329801725
"3004",NA,0.275878744259131
"3005",NA,0.0380200297710926
"3006",NA,0.321108841286256
"3007",NA,0.0214646050128489
"3008",NA,0.0678350883380736
"3009",NA,0.026589629671456
"3010",NA,0.097334321050614
"3011",NA,0.148134228662037
"3012",NA,0.060104059706267
"3013",NA,0.390417723135239
"3014",NA,0.159017935185671
"3015",NA,0.00656854210539425
"3016",NA,0.017418163370148
"3017",NA,0.125477293660454
"3018",NA,0.548836819211522
"3019",NA,0.612276035479896
"3020",NA,0.023441055969794
"3021",NA,0.645731744102244
"3022",NA,0.00872131209883077
"3023",NA,0.0682376446811794
"3024",NA,0.0288456096177392
"3025",NA,0.715902990522761
"3026",NA,0.28004825370583
"3027",NA,0.291301697055211
"3028",NA,0.125477293660454
"3029",NA,0.011571411458116
"3030",NA,0.150775065017114
"3031",NA,0.0801567611011078
"3032",NA,0.30753637280583
"3033",NA,0.0201157449326623
"3034",NA,0.418065089682349
"3035",NA,0.30447271637105
"3036",NA,0.823170529379337
"3037",NA,0.697609564585503
"3038",NA,0.713010465035395
"3039",NA,0.171441154364892
"3040",NA,0.250244353753567
"3041",NA,0.0882829245466449
"3042",NA,0.0830916756899578
"3043",NA,0.0177198122167911
"3044",NA,0.00656854210539425
"3045",NA,0.104636057183039
"3046",NA,0.0189111137853719
"3047",NA,0.955389449438696
"3048",NA,0.0499622802329173
"3049",NA,0.33714302874083
"3050",NA,0.0214646050128489
"3051",NA,0.115918796144955
"3052",NA,0.0153385029387584
"3053",NA,0.120664324120981
"3054",NA,0.0330022958461084
"3055",NA,0.0574055638657621
"3056",NA,0.0704938667406264
"3057",NA,0.322494423362717
"3058",NA,0.101406298426807
"3059",NA,0.0153385029387584
"3060",NA,0.124782283524808
"3061",NA,0.308186370222087
"3062",NA,0.234268335897799
"3063",NA,0.578832103395557
"3064",NA,0.0330022958461084
"3065",NA,0.45928837127147
"3066",NA,0.140361366657369
"3067",NA,0.681356679519934
"3068",NA,0.0131471329801725
"3069",NA,0.168083194874139
"3070",NA,0.311925005743075
"3071",NA,0.00656854210539425
"3072",NA,0.0149341843102792
"3073",NA,0.398629216054258
"3074",NA,0.109297304273851
"3075",NA,0.0796899037069406
"3076",NA,0.0197741305853144
"3077",NA,0.0142793236987631
"3078",NA,0.528621052452418
"3079",NA,0.226204282206325
"3080",NA,0.0749623996589947
"3081",NA,0.876092545155634
"3082",NA,0.460865436816056
"3083",NA,0.439383034774545
"3084",NA,0.0405198150439478
"3085",NA,0.191098545858502
"3086",NA,0.670868222124232
"3087",NA,0.026589629671456
"3088",NA,0.495512514829955
"3089",NA,0.150353230978636
"3090",NA,0.0380200297710926
"3091",NA,0.37144675767762
"3092",NA,0.925592843948857
"3093",NA,0.0131471329801725
"3094",NA,0.238015674719944
"3095",NA,0.585430003956406
"3096",NA,0.285061288640288
"3097",NA,0.411262331006419
"3098",NA,0.481732567048561
"3099",NA,0.326324758029231
"3100",NA,0.0513095621938637
"3101",NA,0.442878522756017
"3102",NA,0.219579002680255
"3103",NA,0.115918796144955
"3104",NA,0.0380200297710926
"3105",NA,0.011571411458116
"3106",NA,0.00872131209883077
"3107",NA,0.670868222124232
"3108",NA,0.91618610419205
"3109",NA,0.0131471329801725
"3110",NA,0.0214646050128489
"3111",NA,0.546222888484524
"3112",NA,0.148550925510931
"3113",NA,0.0974137802189374
"3114",NA,0.0461332437122936
"3115",NA,0.0201157449326623
"3116",NA,0.0321475660791948
"3117",NA,0.129837378681978
"3118",NA,0.306834421215504
"3119",NA,0.0201157449326623
"3120",NA,0.162802064590303
"3121",NA,0.0599180038995309
"3122",NA,0.0846882527529303
"3123",NA,0.0201157449326623
"3124",NA,0.583888322048787
"3125",NA,0.460865436816056
"3126",NA,0.725066418046526
"3127",NA,0.0678350883380736
"3128",NA,0.168972819184516
"3129",NA,0.303129920197267
"3130",NA,0.211880677003596
"3131",NA,0.423127843540871
"3132",NA,0.00656854210539425
"3133",NA,0.0288456096177392
"3134",NA,0.0350724422667291
"3135",NA,0.0330022958461084
"3136",NA,0.259464392711291
"3137",NA,0.0749623996589947
"3138",NA,0.037385957929098
"3139",NA,0.751306398045539
"3140",NA,0.195468652887013
"3141",NA,0.481732567048561
"3142",NA,0.103315132168278
"3143",NA,0.0539225926932091
"3144",NA,0.0896997791470354
"3145",NA,0.940532970054335
"3146",NA,0.0189111137853719
"3147",NA,0.81377799299779
"3148",NA,0.0131471329801725
"3149",NA,0.0599180038995309
"3150",NA,0.682733463816925
"3151",NA,0.24252976437064
"3152",NA,0.0880178080478288
"3153",NA,0.157973637476563
"3154",NA,0.0952609845383232
"3155",NA,0.00991281742968565
"3156",NA,0.122886089604472
"3157",NA,0.408052060673304
"3158",NA,0.731914600250767
"3159",NA,0.00656854210539425
"3160",NA,0.0133758227483946
"3161",NA,0.551367164741395
"3162",NA,0.369907934784627
"3163",NA,0.0796899037069406
"3164",NA,0.340318899742853
"3165",NA,0.0539225926932091
"3166",NA,0.203845755458971
"3167",NA,0.0397197851177467
"3168",NA,0.0610989782919902
"3169",NA,0.445260099698067
"3170",NA,0.312827658459238
"3171",NA,0.0250072040446939
"3172",NA,0.0958095672188389
"3173",NA,0.0133758227483946
"3174",NA,0.124782283524808
"3175",NA,0.125477293660454
"3176",NA,0.254115440464637
"3177",NA,0.380575323777603
"3178",NA,0.0133758227483946
"3179",NA,0.187907716615999
"3180",NA,0.792890251038814
"3181",NA,0.0530379311039184
"3182",NA,0.0693572654455788
"3183",NA,0.060104059706267
"3184",NA,0.0133758227483946
"3185",NA,0.198756449915717
"3186",NA,0.0403917781586433
"3187",NA,0.0201157449326623
"3188",NA,0.00656854210539425
"3189",NA,0.00656854210539425
"3190",NA,0.0478872524911498
"3191",NA,0.446298331773108
"3192",NA,0.427399411493865
"3193",NA,0.651911860445186
"3194",NA,0.0224414859750555
"3195",NA,0.6874106516006
"3196",NA,0.344253368146498
"3197",NA,0.0250072040446939
"3198",NA,0.0896997791470354
"3199",NA,0.0478872524911498
"3200",NA,0.103904769836811
"3201",NA,0.190589214922547
"3202",NA,0.0309513274633136
"3203",NA,0.0952609845383232
"3204",NA,0.0430405268842444
"3205",NA,0.0177198122167911
"3206",NA,0.0781795089924363
"3207",NA,0.0350724422667291
"3208",NA,0.0896997791470354
"3209",NA,0.613782111057845
"3210",NA,0.289314130721863
"3211",NA,0.0356687304231928
"3212",NA,0.276538130688455
"3213",NA,0.0133758227483946
"3214",NA,0.0397197851177467
"3215",NA,0.0133758227483946
"3216",NA,0.666063756838784
"3217",NA,0.154399052642781
"3218",NA,0.0405198150439478
"3219",NA,0.0405198150439478
"3220",NA,0.226204282206325
"3221",NA,0.341059763268728
"3222",NA,0.331108471530796
"3223",NA,0.017418163370148
"3224",NA,0.0539225926932091
"3225",NA,0.584629276822556
"3226",NA,0.117721910542662
"3227",NA,0.0214646050128489
"3228",NA,0.0189111137853719
"3229",NA,0.0830916756899578
"3230",NA,0.335725696941011
"3231",NA,0.122886089604472
"3232",NA,0.0499622802329173
"3233",NA,0.236166365145798
"3234",NA,0.165198177183996
"3235",NA,0.0530379311039184
"3236",NA,0.0952609845383232
"3237",NA,0.344253368146498
"3238",NA,0.0131471329801725
"3239",NA,0.3506078037701
"3240",NA,0.0614641960718271
"3241",NA,0.982528812525184
"3242",NA,0.0866249928570055
"3243",NA,0.113806653990463
"3244",NA,0.712335072111575
"3245",NA,0.148134228662037
"3246",NA,0.27240110851202
"3247",NA,0.0880178080478288
"3248",NA,0.219579002680255
"3249",NA,0.0442098427805937
"3250",NA,0.0142793236987631
"3251",NA,0.00991281742968565
"3252",NA,0.122886089604472
"3253",NA,0.238015674719944
"3254",NA,0.0354003892832293
"3255",NA,0.266881575411228
"3256",NA,0.125477293660454
"3257",NA,0.0356687304231928
"3258",NA,0.017418163370148
"3259",NA,0.487147066237422
"3260",NA,0.690449176843542
"3261",NA,0.0880178080478288
"3262",NA,0.168083194874139
"3263",NA,0.023441055969794
"3264",NA,0.219579002680255
"3265",NA,0.185255310775085
"3266",NA,0.413079630255867
"3267",NA,0.754557501395621
"3268",NA,0.382131610180613
"3269",NA,0.171441154364892
"3270",NA,0.00872131209883077
"3271",NA,0.352111205229674
"3272",NA,0.109297304273851
"3273",NA,0.135065658965929
"3274",NA,0.0309513274633136
"3275",NA,0.011571411458116
"3276",NA,0.584629276822556
"3277",NA,0.0610989782919902
"3278",NA,0.191098545858502
"3279",NA,0.666796971028902
"3280",NA,0.150775065017114
"3281",NA,0.017418163370148
"3282",NA,0.718711318555707
"3283",NA,0.434272202837941
"3284",NA,0.0201157449326623
"3285",NA,0.169563738226967
"3286",NA,0.065013633068725
"3287",NA,0.24313620584296
"3288",NA,0.708110478555834
"3289",NA,0.0301480598663317
"3290",NA,0.742659829312312
"3291",NA,0.285733962208123
"3292",NA,0.0356687304231928
"3293",NA,0.417323142638229
"3294",NA,0.0405198150439478
"3295",NA,0.712335072111575
"3296",NA,0.0307614734230996
"3297",NA,0.0288456096177392
"3298",NA,0.0405198150439478
"3299",NA,0.665384924470436
"3300",NA,0.492338622292872
"3301",NA,0.168083194874139
"3302",NA,0.312119073225568
"3303",NA,0.168544904800432
"3304",NA,0.0301480598663317
"3305",NA,0.422322964916578
"3306",NA,0.0678350883380736
"3307",NA,0.0564671707243966
"3308",NA,0.235409136694074
"3309",NA,0.248162281633937
"3310",NA,0.635254288547652
"3311",NA,0.166532879198765
"3312",NA,0.661482560017734
"3313",NA,0.275878744259131
"3314",NA,0.0749623996589947
"3315",NA,0.00656854210539425
"3316",NA,0.026589629671456
"3317",NA,0.00991281742968565
"3318",NA,0.17896927682344
"3319",NA,0.0530379311039184
"3320",NA,0.0335939504488324
"3321",NA,0.023441055969794
"3322",NA,0.079448343634093
"3323",NA,0.0781795089924363
"3324",NA,0.541887622556764
"3325",NA,0.211330426911314
"3326",NA,0.227317471532703
"3327",NA,0.00656854210539425
"3328",NA,0.219579002680255
"3329",NA,0.0784175398477365
"3330",NA,0.302433633618726
"3331",NA,0.0801567611011078
"3332",NA,0.258878702053739
"3333",NA,0.39114394643959
"3334",NA,0.122886089604472
"3335",NA,0.0992557615400749
"3336",NA,0.390417723135239
"3337",NA,0.531393053737007
"3338",NA,0.445260099698067
"3339",NA,0.699258708135068
"3340",NA,0.0449542439975049
"3341",NA,0.117721910542662
"3342",NA,0.401299876801379
"3343",NA,0.331108471530796
"3344",NA,0.863439018595807
"3345",NA,0.0564671707243966
"3346",NA,0.0201157449326623
"3347",NA,0.0461332437122936
"3348",NA,0.065400620663137
"3349",NA,0.899323496717285
"3350",NA,0.0380200297710926
"3351",NA,0.803563333760369
"3352",NA,0.103009973833901
"3353",NA,0.238015674719944
"3354",NA,0.0749623996589947
"3355",NA,0.143777430513745
"3356",NA,0.0201157449326623
"3357",NA,0.0214646050128489
"3358",NA,0.27938372978558
"3359",NA,0.0380200297710926
"3360",NA,0.116571013913151
"3361",NA,0.725723429015522
"3362",NA,0.292920761268385
"3363",NA,0.514036149984443
"3364",NA,0.148134228662037
"3365",NA,0.912361636158358
"3366",NA,0.011571411458116
"3367",NA,0.266881575411228
"3368",NA,0.740574950514403
"3369",NA,0.0250072040446939
"3370",NA,0.150775065017114
"3371",NA,0.381353162466692
"3372",NA,0.159459516678587
"3373",NA,0.00656854210539425
"3374",NA,0.0133758227483946
"3375",NA,0.026589629671456
"3376",NA,0.0197741305853144
"3377",NA,0.646485906694902
"3378",NA,0.0469084415268373
"3379",NA,0.063762131389948
"3380",NA,0.023441055969794
"3381",NA,0.160312293440627
"3382",NA,0.0177198122167911
"3383",NA,0.285061288640288
"3384",NA,0.0704938667406264
"3385",0,0.465210746519784
"3386",NA,0.715902990522761
"3387",NA,0.27305531726865
"3388",NA,0.026589629671456
"3389",NA,0.391929718368452
"3390",NA,0.201024066147774
"3391",NA,0.312827658459238
"3392",NA,0.344253368146498
"3393",NA,0.125477293660454
"3394",NA,0.0844329314674656
"3395",NA,0.24252976437064
"3396",NA,0.0530379311039184
"3397",NA,0.374763073017158
"3398",NA,0.0380200297710926
"3399",NA,0.0301480598663317
"3400",NA,0.0133758227483946
"3401",NA,0.268125580850962
"3402",NA,0.0189111137853719
"3403",NA,0.0177198122167911
"3404",NA,0.0133758227483946
"3405",NA,0.0449542439975049
"3406",NA,0.0356687304231928
"3407",NA,0.30753637280583
"3408",NA,0.0513095621938637
"3409",NA,0.0133758227483946
"3410",NA,0.201024066147774
"3411",NA,0.647935507452631
"3412",NA,0.0201157449326623
"3413",NA,0.548612952757838
"3414",NA,0.159017935185671
"3415",NA,0.00656854210539425
"3416",NA,0.365843841349768
"3417",NA,0.0189111137853719
"3418",NA,0.0704938667406264
"3419",NA,0.0131471329801725
"3420",NA,0.0142793236987631
"3421",NA,0.017418163370148
"3422",NA,0.26009863867319
"3423",NA,0.0153385029387584
"3424",NA,0.00656854210539425
"3425",NA,0.140361366657369
"3426",NA,0.826741476924227
"3427",NA,0.8717790110499
"3428",NA,0.0521669830966086
"3429",NA,0.0830916756899578
"3430",NA,0.0133758227483946
"3431",NA,0.622034355908702
"3432",NA,0.212431973898312
"3433",NA,0.0896997791470354
"3434",NA,0.386266431691916
"3435",NA,0.0796899037069406
"3436",NA,0.325600086470793
"3437",NA,0.079448343634093
"3438",NA,0.00656854210539425
"3439",NA,0.0695704626810732
"3440",NA,0.079448343634093
"3441",NA,0.0589411087317273
"3442",NA,0.0309513274633136
"3443",NA,0.00656854210539425
"3444",NA,0.00656854210539425
"3445",NA,0.0458546711011089
"3446",NA,0.159459516678587
"3447",NA,0.3506078037701
"3448",NA,0.0133758227483946
"3449",NA,0.0796899037069406
"3450",NA,0.390417723135239
"3451",NA,0.730440299047285
"3452",NA,0.060104059706267
"3453",NA,0.341059763268728
"3454",0,0.0189111137853719
"3455",NA,0.109618812096493
"3456",NA,0.0599180038995309
"3457",NA,0.148134228662037
"3458",NA,0.00872131209883077
"3459",NA,0.0270457386675639
"3460",NA,0.011571411458116
"3461",NA,0.150353230978636
"3462",NA,0.327249262546983
"3463",NA,0.0539225926932091
"3464",NA,0.818968205632316
"3465",NA,0.650469799939703
"3466",NA,0.0430405268842444
"3467",NA,0.0737594676409977
"3468",NA,0.0214646050128489
"3469",NA,0.0270457386675639
"3470",NA,0.0142793236987631
"3471",NA,0.223159849998906
"3472",NA,0.359366078920086
"3473",NA,0.00872131209883077
"3474",NA,0.0916643402363809
"3475",NA,0.610767811280881
"3476",NA,0.238015674719944
"3477",NA,0.0665331389645605
"3478",NA,0.0499622802329173
"3479",NA,0.060104059706267
"3480",NA,0.0203067816359298
"3481",NA,0.717192463585957
"3482",NA,0.0270457386675639
"3483",NA,0.704433491271674
"3484",NA,0.0521669830966086
"3485",NA,0.142997631583794
"3486",NA,0.0380200297710926
"3487",NA,0.124782283524808
"3488",NA,0.0356687304231928
"3489",NA,0.0434396258094561
"3490",NA,0.0430405268842444
"3491",NA,0.526216549702768
"3492",NA,0.224419715181088
"3493",NA,0.460107587961043
"3494",NA,0.203845755458971
"3495",NA,0.00991281742968565
"3496",0,0.45576932136032
"3497",NA,0.125477293660454
"3498",NA,0.0142793236987631
"3499",NA,0.00991281742968565
"3500",NA,0.553975659620389
"3501",NA,0.0309513274633136
"3502",NA,0.190589214922547
"3503",NA,0.0177198122167911
"3504",NA,0.0796899037069406
"3505",NA,0.723502834828484
"3506",NA,0.0283600317150457
"3507",NA,0.0604637133663462
"3508",NA,0.145942350400281
"3509",NA,0.356808170617699
"3510",NA,0.0283600317150457
"3511",NA,0.326324758029231
"3512",NA,0.0224414859750555
"3513",NA,0.890103134006077
"3514",NA,0.873017777918859
"3515",NA,0.0866249928570055
"3516",NA,0.298759364317205
"3517",NA,0.0737594676409977
"3518",NA,0.811114955162382
"3519",NA,0.0177198122167911
"3520",NA,0.236003320626544
"3521",NA,0.0564671707243966
"3522",NA,0.00991281742968565
"3523",NA,0.335725696941011
"3524",NA,0.103009973833901
"3525",NA,0.026589629671456
"3526",NA,0.0564671707243966
"3527",NA,0.0458546711011089
"3528",NA,0.686044830586102
"3529",NA,0.0846882527529303
"3530",NA,0.873482910872589
"3531",NA,0.465210746519784
"3532",NA,0.880185586459504
"3533",NA,0.0309513274633136
"3534",NA,0.160312293440627
"3535",NA,0.635254288547652
"3536",NA,0.74409071293311
"3537",NA,0.6874106516006
"3538",NA,0.620540565653748
"3539",NA,0.0796899037069406
"3540",NA,0.398629216054258
"3541",NA,0.079448343634093
"3542",NA,0.0704938667406264
"3543",NA,0.514860035432948
"3544",NA,0.0539225926932091
"3545",NA,0.129837378681978
"3546",NA,0.127875591002832
"3547",NA,0.775773222371892
"3548",NA,0.423933130417703
"3549",NA,0.528621052452418
"3550",NA,0.0589411087317273
"3551",NA,0.0469084415268373
"3552",NA,0.162802064590303
"3553",NA,0.842896144935339
"3554",NA,0.266236740947429
"3555",NA,0.527038785061275
"3556",NA,0.767169883814875
"3557",NA,0.72918842150381
"3558",NA,0.159017935185671
"3559",NA,0.336406329699113
"3560",NA,0.0380200297710926
"3561",NA,0.275878744259131
"3562",NA,0.514860035432948
"3563",NA,0.159459516678587
"3564",NA,0.971670506715049
"3565",NA,0.0530379311039184
"3566",NA,0.0405198150439478
"3567",NA,0.281512901141212
"3568",NA,0.0882829245466449
"3569",NA,0.820126150928599
"3570",NA,0.0614641960718271
"3571",NA,0.0250072040446939
"3572",NA,0.954912753417564
"3573",NA,0.0604637133663462
"3574",NA,0.0896997791470354
"3575",NA,0.0902195298705933
"3576",NA,0.0270457386675639
"3577",NA,0.17755613521105
"3578",NA,0.211880677003596
"3579",NA,0.68442703693222
"3580",NA,0.101406298426807
"3581",NA,0.120664324120981
"3582",NA,0.168083194874139
"3583",0,0.308890036437411
"3584",NA,0.381353162466692
"3585",NA,0.0998248108271091
"3586",NA,0.00872131209883077
"3587",NA,0.14075981157168
"3588",NA,0.0682376446811794
"3589",NA,0.0564671707243966
"3590",NA,0.104636057183039
"3591",NA,0.117721910542662
"3592",NA,0.00872131209883077
"3593",NA,0.637486638191335
"3594",NA,0.551367164741395
"3595",NA,0.0530379311039184
"3596",NA,0.214813784255344
"3597",NA,0.0430405268842444
"3598",NA,0.292920761268385
"3599",NA,0.141529422473439
"3600",NA,0.00872131209883077
"3601",NA,0.0574055638657621
"3602",NA,0.264116642927502
"3603",NA,0.223159849998906
"3604",NA,0.169436475118938
